Jan 21, 2022 09:56:16.928530000 -05
Jan 21, 2022 09:56:16.951973000 -05
Jan 21, 2022 09:56:16.952562000 -05
Jan 21, 2022 09:56:16.955980000 -05
Jan 21, 2022 09:56:16.959480000 -05
Jan 21, 2022 09:56:16.961996000 -05
Jan 21, 2022 09:56:16.972997000 -05
Jan 21, 2022 09:56:16.982802000 -05
Jan 21, 2022 09:56:16.985372000 -05
Jan 21, 2022 09:56:16.986841000 -05
Jan 21, 2022 09:56:16.993295000 -05
Jan 21, 2022 09:56:16.997104000 -05
Jan 21, 2022 09:56:16.999355000 -05
Jan 21, 2022 09:56:17.010204000 -05
Jan 21, 2022 09:56:17.011353000 -05
Jan 21, 2022 09:56:17.013246000 -05
Jan 21, 2022 09:56:17.013290000 -05
Jan 21, 2022 09:56:17.015014000 -05
Jan 21, 2022 09:56:17.018156000 -05
Jan 21, 2022 09:56:17.019833000 -05
Jan 21, 2022 09:56:17.020372000 -05
Jan 21, 2022 09:56:17.023667000 -05
Jan 21, 2022 09:56:17.025762000 -05
Jan 21, 2022 09:56:17.026902000 -05
Jan 21, 2022 09:56:17.053088000 -05
Jan 21, 2022 09:56:17.087110000 -05
Jan 21, 2022 09:56:17.127602000 -05
Jan 21, 2022 09:56:17.169006000 -05
Jan 21, 2022 09:56:17.214966000 -05
Jan 21, 2022 09:56:17.223656000 -05
Jan 21, 2022 09:56:17.229216000 -05
Jan 21, 2022 09:56:17.230697000 -05
Jan 21, 2022 09:56:17.233027000 -05
Jan 21, 2022 09:56:17.247193000 -05
Jan 21, 2022 09:56:17.288412000 -05
Jan 21, 2022 09:56:17.360113000 -05
Jan 21, 2022 09:56:17.368244000 -05
Jan 21, 2022 09:56:17.411166000 -05
Jan 21, 2022 09:56:17.448426000 -05
Jan 21, 2022 09:56:17.488702000 -05
Jan 21, 2022 09:56:17.534004000 -05
Jan 21, 2022 09:56:17.570062000 -05
Jan 21, 2022 09:56:17.611203000 -05
Jan 21, 2022 09:56:17.614461000 -05
Jan 21, 2022 09:56:17.622791000 -05
Jan 21, 2022 09:56:17.624242000 -05
Jan 21, 2022 09:56:17.626033000 -05
Jan 21, 2022 09:56:17.626987000 -05
Jan 21, 2022 09:56:17.650631000 -05
Jan 21, 2022 09:56:17.689232000 -05
Jan 21, 2022 09:56:17.729022000 -05
Jan 21, 2022 09:56:17.768813000 -05
Jan 21, 2022 09:56:17.808193000 -05
Jan 21, 2022 09:56:17.848488000 -05
Jan 21, 2022 09:56:17.887494000 -05
Jan 21, 2022 09:56:17.938071000 -05
Jan 21, 2022 09:56:17.993689000 -05
Jan 21, 2022 09:56:18.158277000 -05
Jan 21, 2022 09:56:18.163385000 -05
Jan 21, 2022 09:56:18.165017000 -05
Jan 21, 2022 09:56:18.167947000 -05
Jan 21, 2022 09:56:18.169960000 -05
Jan 21, 2022 09:56:18.177469000 -05
Jan 21, 2022 09:56:18.179532000 -05
Jan 21, 2022 09:56:18.181066000 -05
Jan 21, 2022 09:56:18.183379000 -05
Jan 21, 2022 09:56:18.184000000 -05
Jan 21, 2022 09:56:18.185938000 -05
Jan 21, 2022 09:56:18.188545000 -05
Jan 21, 2022 09:56:18.189097000 -05
Jan 21, 2022 09:56:18.190965000 -05
Jan 21, 2022 09:56:18.192971000 -05
Jan 21, 2022 09:56:18.195409000 -05
Jan 21, 2022 09:56:18.209172000 -05
Jan 21, 2022 09:56:18.249994000 -05
Jan 21, 2022 09:56:18.303465000 -05
Jan 21, 2022 09:56:18.346538000 -05
Jan 21, 2022 09:56:18.370060000 -05
Jan 21, 2022 09:56:18.484255000 -05
Jan 21, 2022 09:56:18.489206000 -05
Jan 21, 2022 09:56:18.491536000 -05
Jan 21, 2022 09:56:18.494593000 -05
Jan 21, 2022 09:56:18.497334000 -05
Jan 21, 2022 09:56:18.498438000 -05
Jan 21, 2022 09:56:18.498978000 -05
Jan 21, 2022 09:56:18.500176000 -05
Jan 21, 2022 09:56:18.501871000 -05
Jan 21, 2022 09:56:18.529735000 -05
Jan 21, 2022 09:56:18.569054000 -05
Jan 21, 2022 09:56:18.608535000 -05
Jan 21, 2022 09:56:18.648010000 -05
Jan 21, 2022 09:56:18.691670000 -05
Jan 21, 2022 09:56:18.781623000 -05
Jan 21, 2022 09:56:18.782089000 -05
Jan 21, 2022 09:56:18.811283000 -05
Jan 21, 2022 09:56:18.850411000 -05
Jan 21, 2022 09:56:18.855315000 -05
Jan 21, 2022 09:56:18.863829000 -05
Jan 21, 2022 09:56:18.866007000 -05
Jan 21, 2022 09:56:18.868082000 -05
Jan 21, 2022 09:56:18.889249000 -05
Jan 21, 2022 09:56:18.931273000 -05
Jan 21, 2022 09:56:19.015415000 -05
Jan 21, 2022 09:56:19.064521000 -05
Jan 21, 2022 09:56:19.089138000 -05
Jan 21, 2022 09:56:19.130059000 -05
Jan 21, 2022 09:56:19.172004000 -05
Jan 21, 2022 09:56:19.257842000 -05
Jan 21, 2022 09:56:19.265188000 -05
Jan 21, 2022 09:56:19.279479000 -05
Jan 21, 2022 09:56:19.283497000 -05
Jan 21, 2022 09:56:19.285623000 -05
Jan 21, 2022 09:56:19.288195000 -05
Jan 21, 2022 09:56:19.289878000 -05
Jan 21, 2022 09:56:19.308916000 -05
Jan 21, 2022 09:56:19.311860000 -05
Jan 21, 2022 09:56:19.313939000 -05
Jan 21, 2022 09:56:19.318025000 -05
