Jan 21, 2022 16:11:56.870902000 -05
Jan 21, 2022 16:11:56.870964000 -05
Jan 21, 2022 16:11:56.870993000 -05
Jan 21, 2022 16:11:56.871029000 -05
Jan 21, 2022 16:11:56.871056000 -05
Jan 21, 2022 16:11:56.871088000 -05
Jan 21, 2022 16:11:56.871115000 -05
Jan 21, 2022 16:11:56.871141000 -05
Jan 21, 2022 16:11:56.871168000 -05
Jan 21, 2022 16:11:56.871195000 -05
Jan 21, 2022 16:11:56.871224000 -05
Jan 21, 2022 16:11:56.871251000 -05
Jan 21, 2022 16:11:56.871277000 -05
Jan 21, 2022 16:11:56.871304000 -05
Jan 21, 2022 16:11:56.871331000 -05
Jan 21, 2022 16:11:56.873109000 -05
Jan 21, 2022 16:11:56.873133000 -05
Jan 21, 2022 16:11:56.876660000 -05
Jan 21, 2022 16:11:56.876721000 -05
Jan 21, 2022 16:11:56.877955000 -05
Jan 21, 2022 16:11:56.878015000 -05
Jan 21, 2022 16:11:56.901322000 -05
Jan 21, 2022 16:11:56.941316000 -05
Jan 21, 2022 16:11:56.981267000 -05
Jan 21, 2022 16:11:57.021298000 -05
Jan 21, 2022 16:11:57.061352000 -05
Jan 21, 2022 16:11:57.101311000 -05
Jan 21, 2022 16:11:57.141353000 -05
Jan 21, 2022 16:11:57.181345000 -05
Jan 21, 2022 16:11:57.221339000 -05
Jan 21, 2022 16:11:57.261319000 -05
Jan 21, 2022 16:11:57.301338000 -05
Jan 21, 2022 16:11:57.341308000 -05
Jan 21, 2022 16:11:57.381327000 -05
Jan 21, 2022 16:11:57.421325000 -05
Jan 21, 2022 16:11:57.461301000 -05
Jan 21, 2022 16:11:57.501304000 -05
Jan 21, 2022 16:11:57.541354000 -05
Jan 21, 2022 16:11:57.581351000 -05
Jan 21, 2022 16:11:57.621356000 -05
Jan 21, 2022 16:11:57.661340000 -05
Jan 21, 2022 16:11:57.701342000 -05
Jan 21, 2022 16:11:57.701468000 -05
Jan 21, 2022 16:11:57.741343000 -05
Jan 21, 2022 16:11:57.781362000 -05
Jan 21, 2022 16:11:57.821307000 -05
Jan 21, 2022 16:11:57.821456000 -05
Jan 21, 2022 16:11:57.821541000 -05
Jan 21, 2022 16:11:57.861289000 -05
Jan 21, 2022 16:11:57.901301000 -05
Jan 21, 2022 16:11:57.901432000 -05
Jan 21, 2022 16:11:57.941274000 -05
Jan 21, 2022 16:11:57.981246000 -05
Jan 21, 2022 16:11:58.021258000 -05
Jan 21, 2022 16:11:58.021392000 -05
Jan 21, 2022 16:11:58.061310000 -05
Jan 21, 2022 16:11:58.061451000 -05
Jan 21, 2022 16:11:58.061556000 -05
Jan 21, 2022 16:11:58.061670000 -05
Jan 21, 2022 16:11:58.061774000 -05
Jan 21, 2022 16:11:58.061849000 -05
Jan 21, 2022 16:11:58.101275000 -05
Jan 21, 2022 16:11:58.101375000 -05
Jan 21, 2022 16:11:58.101427000 -05
Jan 21, 2022 16:11:58.101481000 -05
Jan 21, 2022 16:11:58.141281000 -05
Jan 21, 2022 16:11:58.181335000 -05
Jan 21, 2022 16:11:58.221309000 -05
Jan 21, 2022 16:11:58.221458000 -05
Jan 21, 2022 16:11:58.261334000 -05
Jan 21, 2022 16:11:58.301325000 -05
Jan 21, 2022 16:11:58.301475000 -05
Jan 21, 2022 16:11:58.341282000 -05
Jan 21, 2022 16:11:58.381336000 -05
Jan 21, 2022 16:11:58.421302000 -05
Jan 21, 2022 16:11:58.421381000 -05
Jan 21, 2022 16:11:58.461344000 -05
Jan 21, 2022 16:11:58.501305000 -05
Jan 21, 2022 16:11:58.501453000 -05
Jan 21, 2022 16:11:58.541335000 -05
Jan 21, 2022 16:11:58.541485000 -05
Jan 21, 2022 16:11:58.581326000 -05
Jan 21, 2022 16:11:58.621306000 -05
Jan 21, 2022 16:11:58.621455000 -05
Jan 21, 2022 16:11:58.661345000 -05
Jan 21, 2022 16:11:58.661487000 -05
Jan 21, 2022 16:11:58.701323000 -05
Jan 21, 2022 16:11:58.701476000 -05
Jan 21, 2022 16:11:58.741315000 -05
Jan 21, 2022 16:11:58.781267000 -05
Jan 21, 2022 16:11:58.821302000 -05
Jan 21, 2022 16:11:58.821442000 -05
Jan 21, 2022 16:11:58.821523000 -05
Jan 21, 2022 16:11:58.821598000 -05
Jan 21, 2022 16:11:58.821671000 -05
Jan 21, 2022 16:11:58.861260000 -05
Jan 21, 2022 16:11:58.901272000 -05
Jan 21, 2022 16:11:58.941268000 -05
